name,pos.clean,teamname,rawbirthdate,gp,shots,goals,assist1,assist2,points,goals.pp,assist1.pp,assist2.pp,points.pp,goals.sh,assist1.sh,assist2.sh,points.sh,goals.en,assist1.en,assist2.en,points.en,goals.ps,goals.ev,assist1.ev,assist2.ev,points.ev,season.name,ga,gf,team.shots.for,team.shots.against,team.goals,team.assist1,team.assist2,team.points,team.goals.pp,team.assist1.pp,team.assist2.pp,team.points.pp,team.goals.ev,team.assist1.ev,team.assist2.ev,team.points.ev,gfev,gaev,gfen,gaen,gfpp,gapp,gfsh,gash,team.GA.EV
Erik Miller,F,Kamloops Blazers,1999-03-08,7,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017 - 18 Regular Season,6,2,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,2,6,0,0,0,0,0,0,147
Devan Harrison,D,Kamloops Blazers,2000-01-06,53,31,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2017 - 18 Regular Season,25,17,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,16,25,0,0,0,0,1,0,147
Garrett Pilon,F,Everett Silvertips,1998-04-13,69,343,34,29,17,80,10,11,9,30,2,0,0,2,3,0,0,3,1,18,18,8,44,2017 - 18 Regular Season,44,65,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,58,39,5,3,0,0,2,2,147
Ondrej Vala,D,Everett Silvertips,1998-04-13,59,162,7,14,7,28,1,3,0,4,0,0,0,0,0,1,0,1,0,6,10,7,23,2017 - 18 Regular Season,47,64,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,57,45,6,1,0,0,1,1,147
Ethan McIndoe,F,Spokane Chiefs,1999-07-22,71,153,21,15,6,42,6,4,2,12,0,0,0,0,1,0,0,1,0,14,11,4,29,2017 - 18 Regular Season,63,58,2232,2232,281,260,209,750,63,63,61,187,193,179,139,511,55,51,3,4,0,0,0,8,166
Ty Smith,D,Spokane Chiefs,2000-03-24,69,194,14,31,28,73,3,13,11,27,0,0,2,2,0,1,1,2,0,11,17,14,42,2017 - 18 Regular Season,71,115,2232,2232,281,260,209,750,63,63,61,187,193,179,139,511,101,60,7,4,0,0,7,7,166
Tyler Popowich,F,Vancouver Giants,2000-04-29,64,68,8,5,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,13,2017 - 18 Regular Season,44,25,2232,2232,231,217,171,619,55,55,51,161,158,147,117,422,24,44,1,0,0,0,0,0,177
James Malm,F,Vancouver Giants,1999-06-25,72,239,19,32,15,66,3,9,5,17,0,0,0,0,0,2,0,2,0,16,21,10,47,2017 - 18 Regular Season,58,63,2232,2232,231,217,171,619,55,55,51,161,158,147,117,422,61,48,2,3,0,0,0,7,177
Radovan Bondra,F,Prince George Cougars,1997-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,215,200,150,565,48,47,43,138,150,144,106,400,0,0,0,0,0,0,0,0,201
Cole Fonstad,F,Prince Albert Raiders,2000-04-24,72,153,21,33,19,73,5,16,5,26,0,0,0,0,0,0,0,0,0,16,17,14,47,2017 - 18 Regular Season,78,72,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,72,66,0,6,0,0,0,6,177
Carson Miller,F,Prince Albert Raiders,2000-02-10,69,62,1,3,4,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,7,2017 - 18 Regular Season,22,12,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,12,20,0,0,0,0,0,2,177
Spencer Moe,F,Prince Albert Raiders,2000-01-07,72,113,9,9,4,22,0,1,2,3,0,0,0,0,0,0,0,0,0,9,8,2,19,2017 - 18 Regular Season,41,31,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,31,37,0,1,0,0,0,3,177
Vojtech Budik,D,Prince Albert Raiders,1998-01-29,63,164,14,12,15,41,8,2,3,13,0,0,0,0,0,0,0,0,0,6,10,12,28,2017 - 18 Regular Season,69,77,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,71,66,2,2,0,0,4,1,177
Ty Prefontaine,D,Lethbridge Hurricanes,1999-01-13,71,128,5,11,9,25,0,0,0,0,0,0,0,0,2,1,1,4,0,3,10,8,21,2017 - 18 Regular Season,49,67,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,59,45,6,4,0,0,2,0,163
Akash Bains,F,Everett Silvertips,1999-02-16,33,22,2,2,3,7,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,3,5,2017 - 18 Regular Season,15,10,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,9,15,0,0,0,0,1,0,162
D-Jay Jerome,F,Prince Albert Raiders,1999-11-05,44,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017 - 18 Regular Season,20,4,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,4,20,0,0,0,0,0,0,177
Colton Kehler,F,Edmonton Oil Kings,1997-06-27,71,212,32,14,5,51,14,5,3,22,0,0,0,0,1,0,0,1,0,17,9,2,28,2017 - 18 Regular Season,58,39,2232,2232,201,183,139,523,57,55,51,163,130,123,86,339,38,48,1,5,0,0,0,5,201
Austin Pratt,F,Red Deer Rebels,1999-07-30,60,144,7,6,7,20,0,1,0,1,0,0,0,0,0,1,0,1,0,7,4,7,18,2017 - 18 Regular Season,41,30,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,28,35,2,1,0,0,0,5,162
Tanner Sidaway,F,Kootenay ICE,1999-04-29,63,67,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2017 - 18 Regular Season,18,15,2232,2232,244,226,180,650,71,69,64,204,149,141,108,398,15,18,0,0,0,0,0,0,139
Ethan Sakowich,D,Red Deer Rebels,1999-02-04,72,73,0,5,5,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,5,8,2017 - 18 Regular Season,54,52,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,46,54,3,0,0,0,3,0,162
Carson Sass,D,Red Deer Rebels,1999-05-22,72,60,1,4,5,10,0,0,1,1,0,1,0,1,0,2,0,2,0,1,1,4,6,2017 - 18 Regular Season,51,51,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,42,50,5,1,0,0,4,0,162
Zachary Cox,F,Lethbridge Hurricanes,1999-02-19,58,55,2,3,1,6,0,0,0,0,0,1,0,1,0,0,1,1,0,2,2,0,4,2017 - 18 Regular Season,18,15,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,13,18,1,0,0,0,1,0,163
Jacob Herauf,D,Red Deer Rebels,2000-05-16,70,62,2,7,9,18,1,2,4,7,0,0,0,0,0,0,0,0,0,1,5,5,11,2017 - 18 Regular Season,44,42,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,38,37,1,2,0,0,3,5,162
Robbie Holmes,F,Regina Pats,1999-07-22,68,138,16,6,7,29,0,0,0,0,0,0,2,2,0,0,0,0,0,16,6,5,27,2017 - 18 Regular Season,27,41,2232,2232,244,226,180,650,71,69,64,204,149,141,108,398,38,27,1,0,0,0,2,0,139
Riley Woods,F,Spokane Chiefs,1998-06-25,72,166,25,20,12,57,6,3,4,13,2,1,0,3,1,0,0,1,0,16,16,8,40,2017 - 18 Regular Season,52,68,2232,2232,281,260,209,750,63,63,61,187,193,179,139,511,63,48,1,0,0,0,4,4,166
Lane Zablocki,F,Lethbridge Hurricanes,1998-12-27,65,147,12,12,7,31,3,5,2,10,0,0,0,0,1,0,0,1,0,8,7,5,20,2017 - 18 Regular Season,53,36,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,35,44,1,7,0,0,0,2,163
Dawson Barteaux,D,Red Deer Rebels,2000-01-12,64,84,3,8,21,32,3,3,12,18,0,0,0,0,0,1,0,1,0,0,4,9,13,2017 - 18 Regular Season,52,36,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,32,42,3,4,0,0,1,6,162
Jared Freadrich,D,Victoria Royals,1998-03-04,71,164,12,8,12,32,9,5,6,20,0,0,0,0,0,0,0,0,0,3,3,6,12,2017 - 18 Regular Season,67,50,2232,2232,285,267,214,766,86,86,84,256,182,169,127,478,48,55,0,8,0,0,2,4,159
Jakob LaPointe,D,Calgary Hitmen,1998-05-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,0,0,0,0,0,0,0,0,178
Drea Esposito,D,Calgary Hitmen,2000-01-12,47,24,1,0,7,8,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,5,6,2017 - 18 Regular Season,31,26,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,25,31,1,0,0,0,0,0,178
Juuso Välimäki,F,Tri-City Americans,1998-10-06,43,170,14,16,15,45,2,7,4,13,1,0,0,1,0,0,1,1,0,11,9,10,30,2017 - 18 Regular Season,47,63,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,56,43,5,3,0,0,2,1,173
Mark Kastelic,F,Calgary Hitmen,1999-03-11,71,193,23,12,10,45,8,3,2,13,2,2,0,4,0,0,0,0,0,13,7,8,28,2017 - 18 Regular Season,64,53,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,46,49,3,4,0,0,4,11,178
Tristen Nielsen,F,Calgary Hitmen,2000-02-23,49,142,19,15,1,35,1,6,1,8,2,1,0,3,0,0,0,0,0,16,8,0,24,2017 - 18 Regular Season,41,34,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,30,33,1,3,0,0,3,5,178
Brett Leason,F,Prince Albert Raiders,1999-04-30,66,127,16,8,9,33,2,2,1,5,2,0,0,2,0,0,0,0,0,12,6,8,26,2017 - 18 Regular Season,47,35,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,33,41,0,3,0,0,2,3,177
Lucas Cullen,F,Calgary Hitmen,1999-05-04,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017 - 18 Regular Season,3,3,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,3,3,0,0,0,0,0,0,178
Matt Dorsey,F,Calgary Hitmen,1999-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,0,0,0,0,0,0,0,0,178
Jordan Roy,F,Red Deer Rebels,1998-09-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,0,0,0,0,0,0,0,0,162
Andrew Fyten,F,Calgary Hitmen,1998-10-13,69,100,9,11,3,23,0,1,1,2,0,2,0,2,1,1,0,2,0,8,7,2,17,2017 - 18 Regular Season,36,34,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,29,36,3,0,0,0,2,0,178
Dakota Krebs,F,Calgary Hitmen,1999-03-26,69,71,4,4,8,16,0,0,0,0,0,1,1,2,0,0,0,0,0,4,3,7,14,2017 - 18 Regular Season,56,60,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,56,53,0,1,0,0,4,2,178
Kyle Olson,F,Tri-City Americans,1999-03-22,36,66,4,7,7,18,2,4,3,9,0,0,0,0,0,0,0,0,0,2,3,4,9,2017 - 18 Regular Season,27,23,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,23,23,0,2,0,0,0,2,173
Riley Sutter,F,Everett Silvertips,1999-10-25,68,171,25,14,14,53,9,2,5,16,0,0,0,0,1,0,0,1,0,15,12,9,36,2017 - 18 Regular Season,34,55,2232,2232,244,230,188,662,76,75,74,225,157,149,111,417,49,27,4,5,1,0,1,2,120
Connor Dewar,F,Everett Silvertips,1999-06-26,68,267,38,17,13,68,16,0,3,19,0,0,0,0,2,2,0,4,0,20,15,10,45,2017 - 18 Regular Season,43,64,2232,2232,244,230,188,662,76,75,74,225,157,149,111,417,60,35,4,6,0,0,0,2,120
Montana Onyebuchi,D,Everett Silvertips,2000-03-08,62,91,4,8,5,17,0,0,0,0,0,0,0,0,0,1,0,1,0,4,7,5,16,2017 - 18 Regular Season,34,38,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,36,34,2,0,0,0,0,0,147
Jake Christiansen,D,Everett Silvertips,1999-09-12,72,168,6,13,12,31,4,7,4,15,0,0,0,0,0,0,0,0,0,2,6,8,16,2017 - 18 Regular Season,51,62,2232,2232,244,230,188,662,76,75,74,225,157,149,111,417,59,46,3,3,0,0,0,2,120
Landon Fuller,D,Tri-City Americans,1999-07-17,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017 - 18 Regular Season,5,6,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,5,5,0,0,0,0,1,0,173
Igor Merezhko,D,Lethbridge Hurricanes,1998-04-30,71,128,5,14,14,33,1,1,2,4,0,0,1,1,0,2,3,5,0,4,11,8,23,2017 - 18 Regular Season,58,71,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,60,54,10,2,0,0,1,2,163
Darian Skeoch,D,Vancouver Giants,1997-03-22,59,68,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2017 - 18 Regular Season,42,38,2232,2232,231,217,171,619,55,55,51,161,158,147,117,422,33,42,4,0,0,0,1,0,177
Calen Addison,D,Lethbridge Hurricanes,2000-04-11,68,193,11,28,26,65,2,21,14,37,0,0,0,0,0,0,0,0,0,9,7,12,28,2017 - 18 Regular Season,75,57,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,55,57,2,9,0,0,0,9,163
Jordy Bellerive,F,Lethbridge Hurricanes,1999-05-02,71,322,46,24,22,92,16,10,13,39,1,2,0,3,2,1,1,4,0,27,11,8,46,2017 - 18 Regular Season,70,67,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,59,46,5,13,0,0,3,11,163
Josh Tarzwell,F,Lethbridge Hurricanes,2000-02-08,69,114,10,12,5,27,4,3,1,8,2,1,0,3,1,0,0,1,0,3,8,4,15,2017 - 18 Regular Season,42,34,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,27,35,3,4,0,0,4,3,163
Kole Gable,F,Swift Current Broncos,1998-07-18,68,80,6,6,4,16,2,0,1,3,0,0,0,0,0,0,0,0,0,4,6,3,13,2017 - 18 Regular Season,26,26,2232,2232,280,259,213,752,82,82,78,242,174,162,128,464,24,26,2,0,0,0,0,0,138
Will Warm,D,Edmonton Oil Kings,1999-04-22,53,82,1,3,8,12,0,1,5,6,0,0,0,0,0,0,0,0,0,1,2,3,6,2017 - 18 Regular Season,54,37,2232,2232,201,183,139,523,57,55,51,163,130,123,86,339,33,51,2,2,0,0,2,1,201
Lane Kirk,D,Prince Albert Raiders,2000-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,0,0,0,0,0,0,0,0,177
Devon Skoleski,F,Prince Albert Raiders,1997-09-15,38,53,8,5,4,17,0,0,0,0,1,0,0,1,0,0,0,0,0,7,5,4,16,2017 - 18 Regular Season,32,22,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,20,30,1,1,0,0,1,1,177
Jonathan Smart,D,Kootenay ICE,1999-06-01,69,144,6,13,15,34,3,8,5,16,1,1,0,2,1,1,0,2,0,1,3,10,14,2017 - 18 Regular Season,67,49,2232,2232,244,226,180,650,71,69,64,204,149,141,108,398,42,56,3,2,0,0,4,9,139
Conner Bruggen-Cate,F,Kelowna Rockets,1999-09-13,70,124,18,12,15,45,3,1,1,5,2,3,1,6,2,1,0,3,0,11,7,13,31,2017 - 18 Regular Season,43,53,2232,2232,278,266,235,779,79,78,75,232,172,164,144,480,43,42,3,1,0,0,7,0,161
Ted Brennan,F,Kelowna Rockets,2000-01-28,65,30,1,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,9,2017 - 18 Regular Season,27,15,2232,2232,278,266,235,779,79,78,75,232,172,164,144,480,15,27,0,0,0,0,0,0,161
Dan Gatenby,F,Tri-City Americans,1998-09-17,57,27,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2017 - 18 Regular Season,34,38,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,37,34,0,0,0,0,1,0,173
Gordie Ballhorn,D,Kelowna Rockets,1997-09-02,72,155,6,12,24,42,4,2,7,13,0,2,3,5,0,0,2,2,0,2,8,12,22,2017 - 18 Regular Season,59,96,2232,2232,278,266,235,779,79,78,75,232,172,164,144,480,78,57,8,0,0,0,10,2,161
Cameron Hausinger,F,Kootenay ICE,1999-01-12,70,144,21,11,11,43,4,2,1,7,0,2,0,2,1,0,0,1,0,16,7,10,33,2017 - 18 Regular Season,73,47,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,43,60,1,8,0,0,3,5,193
Josh Paterson,F,Saskatoon Blades,1999-01-21,72,166,31,11,11,53,10,0,0,10,1,0,0,1,0,2,0,2,0,20,9,11,40,2017 - 18 Regular Season,62,68,2232,2232,235,220,165,620,58,58,51,167,162,154,112,428,60,51,6,6,0,0,2,5,182
Libor Hájek,D,Regina Pats,1998-02-04,58,144,12,13,14,39,3,5,5,13,0,0,0,0,0,1,0,1,0,9,7,9,25,2017 - 18 Regular Season,68,63,2232,2232,244,226,180,650,71,69,64,204,149,141,108,398,57,55,4,9,0,0,2,4,139
Payton McIsaac,D,Saskatoon Blades,2000-12-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,235,220,165,620,58,58,51,167,162,154,112,428,0,0,0,0,0,0,0,0,182
Anthony Bishop,D,Tri-City Americans,1998-04-01,66,56,0,6,10,16,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,9,14,2017 - 18 Regular Season,55,49,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,47,53,2,1,0,0,0,1,173
Chase Wouters,F,Saskatoon Blades,2000-02-08,72,130,18,12,21,51,2,5,8,15,1,1,0,2,1,1,0,2,0,14,5,13,32,2017 - 18 Regular Season,52,59,2232,2232,235,220,165,620,58,58,51,167,162,154,112,428,51,42,5,6,0,0,3,4,182
Logan Christensen,F,Saskatoon Blades,1999-01-12,51,74,5,4,3,12,1,1,0,2,0,0,0,0,0,0,0,0,0,4,3,3,10,2017 - 18 Regular Season,42,19,2232,2232,235,220,165,620,58,58,51,167,162,154,112,428,18,37,1,2,0,0,0,3,182
Max Patterson,F,Swift Current Broncos,1999-12-27,72,117,9,10,5,24,1,4,0,5,0,0,0,0,0,0,0,0,0,8,6,5,19,2017 - 18 Regular Season,42,39,2232,2232,280,259,213,752,82,82,78,242,174,162,128,464,38,38,0,2,0,0,1,2,138
Noah Philp,F,Seattle Thunderbirds,1998-08-31,71,126,14,24,12,50,1,3,4,8,0,0,0,0,0,0,0,0,0,13,21,8,42,2017 - 18 Regular Season,63,60,2232,2232,242,232,196,670,63,62,60,185,168,161,131,460,59,50,1,7,0,0,0,6,170
Drew Warkentine,F,Prince Albert Raiders,1998-09-23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,2,1,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,1,2,0,0,0,0,0,0,177
Dallas Hines,D,Kootenay ICE,1998-02-05,59,80,4,3,12,19,3,0,4,7,0,0,1,1,0,0,1,1,0,1,3,6,10,2017 - 18 Regular Season,67,48,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,40,59,2,5,0,0,6,3,193
Sam Huston,D,Kootenay ICE,1999-05-31,62,45,2,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,11,2017 - 18 Regular Season,55,38,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,36,54,0,0,0,1,2,0,193
Eli Lieffers,F,Kootenay ICE,2000-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,0,0,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,0,0,0,0,0,0,0,0,193
Loeden Schaufler,D,Kootenay ICE,2000-04-27,32,20,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,2017 - 18 Regular Season,19,18,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,18,18,0,0,0,1,0,0,193
Caiden Daley,F,Brandon Wheat Kings,2000-02-05,69,73,7,10,2,19,0,0,0,0,0,1,0,1,0,0,0,0,0,7,9,2,18,2017 - 18 Regular Season,30,37,2232,2232,271,252,184,707,63,63,57,183,178,165,115,458,32,28,3,0,0,0,2,2,164
Connor Gutenberg,F,Brandon Wheat Kings,1999-09-04,72,132,18,26,9,53,5,10,3,18,2,2,0,4,0,0,0,0,0,11,14,6,31,2017 - 18 Regular Season,65,69,2232,2232,271,252,184,707,63,63,57,183,178,165,115,458,60,56,3,5,0,0,6,4,164
Garrett Sambrook,D,Brandon Wheat Kings,2000-01-30,13,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2017 - 18 Regular Season,5,8,2232,2232,271,252,184,707,63,63,57,183,178,165,115,458,8,5,0,0,0,0,0,0,164
Tanner Nagel,F,Lethbridge Hurricanes,1998-01-27,57,75,5,2,4,11,2,0,0,2,0,0,0,0,1,0,0,1,0,2,2,4,8,2017 - 18 Regular Season,25,19,2232,2232,242,238,222,702,67,67,65,199,157,154,142,453,14,22,5,3,0,0,0,0,163
Ian Briscoe,F,Seattle Thunderbirds,1999-02-05,25,13,0,2,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2017 - 18 Regular Season,10,3,2232,2232,242,232,196,670,63,62,60,185,168,161,131,460,3,9,0,0,0,0,0,1,170
Nikita Popugaev,F,Prince George Cougars,1998-11-20,13,49,2,1,4,7,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2017 - 18 Regular Season,16,3,2232,2232,215,200,150,565,48,47,43,138,150,144,106,400,3,12,0,2,0,0,0,2,201
Brandon Hagel,F,Red Deer Rebels,1998-08-27,56,176,18,30,11,59,3,8,5,16,2,1,0,3,2,0,0,2,0,11,21,6,38,2017 - 18 Regular Season,54,56,2232,2232,206,185,147,538,52,51,50,153,133,120,92,345,47,40,6,6,0,0,3,8,162
James Shearer,D,Brandon Wheat Kings,1997-06-23,43,61,2,3,7,12,1,0,0,1,0,0,1,1,0,2,0,2,0,1,1,6,8,2017 - 18 Regular Season,56,44,2232,2232,271,252,184,707,63,63,57,183,178,165,115,458,34,49,5,5,0,0,5,2,164
Layne Toder,D,Calgary Hitmen,2000-01-02,70,71,1,4,5,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,5,9,2017 - 18 Regular Season,60,38,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,31,56,2,0,0,0,5,4,178
Samuel Stewart,F,Tri-City Americans,2000-06-28,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017 - 18 Regular Season,3,2,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,2,3,0,0,0,0,0,0,173
Cedric Chenier,F,Spokane Chiefs,2000-02-05,37,30,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,2017 - 18 Regular Season,15,12,2232,2232,281,260,209,750,63,63,61,187,193,179,139,511,12,15,0,0,0,0,0,0,166
Benjamin Coppinger,F,Prince George Cougars,2000-04-03,18,6,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2017 - 18 Regular Season,5,4,2232,2232,215,200,150,565,48,47,43,138,150,144,106,400,4,5,0,0,0,0,0,0,201
Justin Nachbaur,F,Prince Albert Raiders,2000-03-04,66,73,9,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,20,2017 - 18 Regular Season,38,31,2232,2232,242,226,155,623,51,51,43,145,178,169,112,459,31,36,0,1,0,0,0,1,177
Riley Stotts,F,Calgary Hitmen,2000-01-05,69,126,19,14,11,44,5,4,5,14,0,2,0,2,1,0,0,1,0,13,8,6,27,2017 - 18 Regular Season,48,44,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,41,39,1,5,0,0,2,4,178
Ryan Chyzowski,F,Medicine Hat Tigers,2000-05-14,72,160,21,16,15,52,9,3,10,22,0,2,0,2,1,2,0,3,0,11,9,5,25,2017 - 18 Regular Season,57,57,2232,2232,258,234,185,677,61,60,59,180,178,162,121,461,48,51,6,3,0,0,3,3,180
Keltie Jeri-Leon,F,Kamloops Blazers,2000-01-19,54,68,8,3,4,15,1,0,1,2,0,0,0,0,0,0,0,0,0,7,3,3,13,2017 - 18 Regular Season,28,20,2232,2232,210,195,156,561,56,53,45,154,140,132,106,378,20,24,0,2,0,0,0,2,147
Paycen Bjorklund,F,Tri-City Americans,2000-12-11,48,29,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2017 - 18 Regular Season,12,12,2232,2232,251,236,191,678,72,71,63,206,163,153,123,439,12,11,0,0,0,0,0,1,173
Kaleb Bulych,D,Vancouver Giants,2000-01-25,63,52,1,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,9,2017 - 18 Regular Season,50,43,2232,2232,231,217,171,619,55,55,51,161,158,147,117,422,38,49,2,1,0,0,3,0,177
Carson Focht,F,Calgary Hitmen,2000-02-04,69,167,13,9,11,33,4,1,3,8,1,1,1,3,0,0,1,1,0,8,7,6,21,2017 - 18 Regular Season,55,43,2232,2232,222,209,146,577,53,50,49,152,147,140,88,375,37,49,3,3,0,0,3,3,178
Randen Schmidt,D,Saskatoon Blades,2000-01-18,36,25,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,2017 - 18 Regular Season,14,21,2232,2232,235,220,165,620,58,58,51,167,162,154,112,428,21,13,0,0,0,0,0,1,182
Kaeden Taphorn,F,Kootenay ICE,2000-01-03,62,65,6,6,1,13,0,0,0,0,1,0,0,1,0,0,0,0,0,5,6,1,12,2017 - 18 Regular Season,37,22,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,20,35,1,1,0,1,1,0,193
Keenan Taphorn,F,Kootenay ICE,2000-01-03,61,83,7,12,2,21,2,0,0,2,0,2,0,2,0,0,0,0,0,5,10,2,17,2017 - 18 Regular Season,36,27,2232,2232,215,202,153,570,56,56,50,162,145,134,99,378,24,29,0,0,0,0,3,7,193
Sean Richards,F,Everett Silvertips,1998-12-15,64,119,20,19,10,49,0,4,4,8,0,0,0,0,1,0,1,2,0,19,15,5,39,2017 - 18 Regular Season,51,57,2232,2232,244,230,188,662,76,75,74,225,157,149,111,417,54,44,3,5,0,0,0,2,120
Liam Ryan,F,Prince George Cougars,2000-01-02,34,24,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2017 - 18 Regular Season,10,7,2232,2232,215,200,150,565,48,47,43,138,150,144,106,400,7,10,0,0,0,0,0,0,201
